product_id,return_count
4ae634441e444ca4bc85903cafe98d73,7
70906e04da1eebf3d1b8791bd09ffe85,7
ec5b3c8bb77ad22278f6e9d719a83de3,7
8fa67e5cb309b9cd7b4438e15948bdb2,7
b3e40ff639c185b9d726b4b19c17e6cd,7
15859e3a8aaa3c192c10a91d8722abd5,7
9d8a0e115e802d845b4ce1eb794d1260,7
547b95702aec86f05ac37e61d164891c,7
5403528d987ad26e8d7cb25940411987,7
6adab229374835b551f6402e0dc53267,7
4a0c2a56e65c941a0bb9874c47dd66d8,7
a0b7d5a992ccda646f2d34e418fff5a0,7
86ecc269de40ba13205e7beeee12f26f,7
f09f6223e88af7f6de46dec6a437458b,7
6fb42788c5ef9affaa2fec30ca8b6053,7
2c0c951471371afa81e47d7bf8d20522,7
3225c54bb2785c33f49f50398fcdb88c,7
ad88641611c35ebd59ecda07a9f17099,7
5526b1ae9ab2688cf600783cece249df,7
0d9374142ba86a7c22357ea192bcfde6,7
acdf5c2a687407b37b00081300de0bdc,7
1bfe62f326ac7bec0f5a83c10cfff228,7
167b4b8c4bd0c401bea62f5e050d70a4,7
4cac1a12a6fe9ffba4a9556dbe582e28,7
7f72a8900b3d2fc8fa2635b7836d6e6e,7
e4ca5b20cfe1a020e15e36fe14e880ee,7
eebbed5ed3b134eceb717496c47652ba,7
0efc91aa52d1f0669126d3000a94279b,7
8e1446d14972eb9ba34dd6273315f419,7
173e9fe34bfe97f3a5e6dc57fe897b74,7
810cfa5dd36b001cfc186499381f72ab,7
41801d2ed5124923137ec39aeeea1e93,7
de17feec1983829fec4bc58cadaa43f3,7
a39cc58c1b5926b6f9f378daa89f1315,7
dd0dcee76f9c12fff4bc0eb641d57c7f,7
dc52f0f5d3ec37a93eaf956cde4e5d2c,7
61a53738adc5c0e8d243553320f9ba1c,7
18486698933fbb64af6c0a255f7dd64c,7
657247f6f60543b93e3cc708a8e6329c,7
18b0e642cbae7251e60a64aa07dd9eb9,7
363218ba55c610b750224f90bdd34be1,7
d39421ec4cc2bf52e35f8bf00f1ec314,7
044f05bc9de36e8a693a83e4bc79dd0d,7
7fab1a1472fdd934397068931f63f3ca,7
02ce467092b184e71d3967d29110adc1,7
c7fd13b5e515bffdab855d0812842edb,7
8232a265a535c1f886b38335667be2a5,6
1eba879220bd0981a0e2fbab499ed4e1,6
4deb009c36a910076a023947a7929201,6
feb4ade62e32b8d74c6f69f635057964,6
b47865eeb745bcbfca95513b46bd977d,6
bd6e8cf9fe4122c385da2bcb9f979d5d,6
42189544021ccb7369862e7ee218d828,6
24c66f106f642621e524291a895c9032,6
31c79131e883e5fd8c4c85fe9f7d2bb2,6
63085bb4366ded27bcb63cbb59b4103a,6
5f00c50de3d989194f0439e343480372,6
9ac1378f05cd222b3fb34a3cccc626c7,6
f699b297070aa38aaf3de9639302506a,6
5fb1e24560c31b0eaa1911d4247187ed,6
5c3eaf54e8ee5d5378765ff16df7640b,6
19936fa4f614ee0590d3b77ac83fd648,6
c183fd5d2abf05873fa6e1014ed9e06c,6
13a58c8c026b664e412003b4cbdc30a3,6
4d0ec1e9b95fb62f9a1fbe21808bf3b1,6
5fc3e6a4b52b0c414458104ed4037f1c,6
b1acb7e8152c90c9619897753a75c973,6
b192be433004cc1f10b467c0e9ea309b,6
a5a0e71a81ae65aa335e71c06261e260,6
4b96786612ebe7463132fce2c4dca136,6
7ac0d3f8ac5b60c13d74b02b8cbb4623,6
04c4a4b9c924494fcf82e0fba966f955,6
7612afaa8218e79b3011243ed9edea9c,6
8562e2c780a345b609e1b802d7e3e4ae,6
a8fd2715c837d04bac16cf90155919f8,6
703d742887bb9267f89b675608ba7aa0,6
4ce9ab528124f89e091b17d11aa2e97c,6
4e127b9ccb6eb1d65aee38a24803b2ab,6
247fa5b4e2f524a22b21ef256ffc23e4,6
6a23ae3187f1dac41b7210a8c7739d6b,6
810e2944bca9850b934e1570ba372e7d,6
8317b177579dd27ff068b83205e2169b,6
69455f41626a745aea9ee9164cb9eafd,6
163e6400e6dadd0fe04775c5e9331fda,6
7b83c11ac78f11bde67542beb12e8163,6
4520766ec412348b8d4caa5e8a18c464,6
7cd29da0653abeb444703cc5a957f479,6
62d41a80c366aa2d8644e3270adf8440,6
adc48fd26eea311ca6856b58dfc3ca21,6
e7db7c40ea6647c808d48581f1308d88,6
a5c9c1711f61d2b63cf996b4928092ed,6
ac1ad58efc1ebf66bfadc09f29bdedc0,6
2a2d22ae30e026f1893083c8405ca522,6
47920da896bbd89e851429c78a7a7a8b,6
58efb9b638561ce132216a9a612513e2,6
593236d0ff46b4299b4787fb8d43f7f0,6
ce6184189a523c1eb5fe5113061780b9,6
59391e840980a4bb6df5f44d3d734df7,6
642a40d4d73b4b2604968937de13634a,6
e9d4cb776e7adcac31397e6e1778e532,6
4c751914ccc83ec17b8913cffdee3c3c,6
aa8d88eb4b9cb38894e33fa624c4287f,6
5d7c23067ed3fc8c6e699b9373d5890b,6
2b939dc9b176d7fa21594d588815d4a4,6
ace5d86cf1ac63cdb76f49e5cd23d2f8,6
9545d45c37449ccbc376de3a04c66e71,6
aba86c093ccdbac75b09111d57e50004,6
4cb1a2850af275025f76f015e0cc79cf,6
79706e79825f7409ef032653a271fba2,6
909b87db6cb3a7ab26bd03cc59860136,6
e5ae72c62ebfa708624f5029d609b160,6
872db866d615db59612ac933f43d6b22,6
3625fbaf8284047185fb0351f2f84ae3,6
8b50a72d52d7a91fb19d19fbe069e2f2,6
c94d19d021d4a8fbae5a45f904aeea90,6
ab1ecbce7afd9f6e661baa24a5706c9c,6
2ac71e1960d313613f4f4cd468c602cb,6
391a014a66920fa0ce468319264e0232,6
c1ad8ac66c91ad301cefc322ba2adf31,6
70120d2f9b9193aa0030342072d8adec,6
3948f284081821f4e27ba8c23d4cbc9a,6
ecf23a6c1689e2bed38171ececac6138,6
a04087ab6a96ffa041f8a2701a72b616,6
ecf9484703bdfb9cfcc1ac9c2084b567,6
ed00a8453145186b3f071f1e3edef33d,6
c8c969c3a6423f48df9fde8a13e6770b,6
643d903164c4b6ba8bd0b68348e9d135,6
2b7aa376a6e728560bddb5558cc48e89,6
399f54c06661d06ca45c6e24ed238e0e,6
177d3d5bb9d4d29222a222e3b3554f41,6
1d691d8ace0e9d0e00de0569faf0ae04,6
17ad136b7421ea8690fded631b651158,6
dfb97c88e066dc22165f31648efe1312,6
b92a7304ebad1ca5b393b53b2de5c70a,6
42ec84ace63b58b8c5a7ba7be01d5fb8,6
fc5bf9e50dbfb45e7634bd8c045411c5,6
fb909933914c1f945839287e7c253687,6
73df0070248804951b5c6ba9537c6fc3,6
62995b7e571f5760017991632bbfd311,6
35ebf08a93899d44e756809e11b14754,6
380b4664ba5bb18cc9db78ee6bac3558,6
f8e75ec247fd97a5e1abcaa48e9e971d,6
b883409932bf862f43008f116a06cda5,6
5d6bea33648f018dbb563f3a2fab09f3,6
d011223de539cd224b5c5c8082313d46,6
b84520a57891e7a8ae2c68741dcc7146,6
8397dc503d1a0c2ac7422701884de5a6,6
a29c32ba19cb3a3a0a8184fd9f8cb6b7,6
d7b39598905ba8e791fe3f1f376d59f9,6
d7205c0ebebe2744d7c2e44b6d69cc95,6
6a23c2eb9acc78f8ec403be9c6210dd4,6
a0498bf8b8ff0c35a6b8c736a71526ab,6
d63c1011f49d98b976c352955b1c4bea,6
ee6c49af1a2de55aa0e076257ab4ab99,6
0705b33fb285827a578fce4899f1b921,6
6b00cb3fe05c73d0acef3fd949a34c0f,6
21fb5057dd6a737df6851a7ab7a130da,6
fe6a9515d655fa7936b8a7c841039f34,6
c5b72065154ec27c2d1ed8a654c3348f,6
b781cf30a200b5eff2787c2074d67045,6
31a89a7044c5b133cf646404a4e86022,6
279d5c3589fceee2a1c236fbe5287975,6
d34c07a2d817ac73f4caf8c574215fed,6
3c883b9d3fd2d0ce448d4136349dc0a4,6
1b43b0a6105ffaa6dae01356daec2657,6
71fc2a7d96a222b04e4131cfc006f265,6
59fc88d07b8100b80600e42f3e5ac79d,6
192a2c0fed2f8bed34ad458a073ed376,6
c708ba7c6269161f89ce0683cdd7c432,6
1c42962612d557f85753b24c2b97070f,6
aa95bee0592e05d2ef533b8e5b7236b3,6
57d79905de06d8897872c551bfd09358,6
06c6e01186af8b98ee1fc9e01f9471e9,6
7f064525eaaa1ce9d22c085f7ff5413a,6
8eae309a711208a0e5e41e110cddb1ee,6
211d04c14dd756f5e4dec38c19187fdb,5
0bb7cb61f1957f79dac582ab66ccdc1f,5
aa36c2127048efdcd47f4ad5b6b68810,5
87d780fa7d2cf3710aa02dc4ca8db985,5
21af4f32f6f1cab0bb13d7563dc06e70,5
0c40401eba358c9ef2ff2df80b6eab52,5
a91c1a94d83d36316c44e00e738607b1,5
a6883f92891e256b926bf8b9c40fbe9f,5
7d4f932dd4fa16256c20de073329eacc,5
5d790355cbeded0cd60e25cbc4c527a2,5
a5e74dc2d01e8b9df1590c7160358273,5
7172a7870fee91850dcbcb1f4de40cfc,5
76b7fa5da50b22fe17d1e7bbde661106,5
665aa1d687284a4d2d2b74c0c6724625,5
a5647c44af977b148e0a3a4751a09e2e,5
0dce093fc7ec4dec214256df878e3c08,5
3321ad579f19476d0d668f726f8dffec,5
332842d24e84234cd91299a225de76ab,5
40e8b425d1a26e2d9cb77363523e05ce,5
a42d9c825894f96fc6ed02610891454d,5
6a057a401eab3b3cb8083d9e42972233,5
6a0713a63e990052795623e76cc2995e,5
0ecaf0629e5e227413504f3892bd76ba,5
33fca9d59532dd4c191217a979346ab9,5
64fb13596caf118c438edc5c6ed2d50a,5
a02d0123079f4ae96001ba2010d1a2df,5
341d85d688ecc3353cf2a968e7ad0dbf,5
9fc98e39f04be8e382d8aa5e259f5489,5
9fc063fd34fed29ccc57b7f8e8d03388,5
9f65cd1fc2c7cf6ad8bc3d8c038abe44,5
0f4a3e29a1c122f94fe4c48c49d9cfa9,5
9f1c3e71d56894398a42b050b07f1baa,5
0fc6914383c2bea767a9562c9d8b43a1,5
9da950e8c8c482441f1b93955b21c827,5
5ed9eaf534f6936b51d0b6c5e4d5c2e9,5
1015f4f024ec3cd0f9516a779ece52dd,5
9d32095f76b97762307e86cfc18dd7a0,5
9b9d1c4bd979b93c138044e032f99780,5
99f5b2240b82bf9387e5cf2fc0335b08,5
99b4367cf2228c8a86922a0649bee6b8,5
10adb53d8faa890ca7c2f0cbcb68d777,5
fe8f341b1e20d2b1135245c3400a6e53,5
115e606ac8059e4cfa1c6c3310fb365c,5
fc37e09bb4dadd1eef5e92e954b1c72e,5
fc1d8637c0268af3db482c14b7ef8e75,5
fc1449f3ffc59fd2eb9640505aea0581,5
7d854ab97c64ef9df2bbfaf332765786,5
f9b1795281ce51b1cf39ef6d101ae8ab,5
f908d3bf313a1308bfb2a46ea2685347,5
56d45b2c27871322801134f57d1b9dfb,5
f8077831f3c3f393fb67b93c5acd8daf,5
4e8b71eebba5605faf020d7e2a5067c9,5
97b3b8e8ed22d0ceb3b3c520e806a334,5
f76a9967d2129cda56d7b3be6cb5c9cf,5
f5cb4f19ca215fb34aef190918d45f46,5
372645c7439f9661fbbacfd129aa92ec,5
f4f67ccaece962d013a4e1d7dc3a61f7,5
373c022e7383e108569b38098f3ed975,5
42697582a754e573f9e3e9e78752252c,5
f32af0a8b0bcb05b60f05e8907ad8866,5
f20a14d45e85b05ef554d10d7283f7da,5
6002665d65ee348dcd357c7bb2f080bd,5
1454b29e83ab2f8bf6b4102736498ff5,5
f1b8b583029e70fcff9db190d83b3460,5
efe89e1f6cc1e32f1971afcd4d56a4b7,5
ed08ea04c92f5f434c2362f7310fb328,5
83e68070fbf16ac859fc13285a5ba9ba,5
83d199d296c44101c8c3b5c9c0cce9ea,5
e95fb3a80ca294f39de925b6428f3a32,5
1600dcf1cea8c0c83702e07b577ab231,5
72a137b85d5a1d82cde242493f118f43,5
7e646f7e1e428a1ddde5a18dd9d42e95,5
19b7148be60fb48eb30c7eb0431c1a8b,5
e5eadf9be70a4a9fa514019542fc330a,5
3b60d513e90300a4e9833e5cda1f1d61,5
2a217b8a9a09c938d8db704d99d7f053,5
00ba6d766f0b1d7b78a5ce3e1e033263,5
1a080577618e7fe4d9ddd8fb2b47a964,5
cda185193c72c0eb8dde03f20f101230,5
525947dbe3304ac32bf51602f9557c12,5
f4f4debbcfcafe6858d1e37a1f6e436e,5
906b11f3bc3c98f883afa0eb67b0fac7,5
508d5e8ce8e79bb506f9f0c096b295c4,5
466d263ce8b7bd275003ee2104428127,5
4678fb24818cab9ec956d9b610435d9f,5
59f09deeea7c839a9212a19f3416b892,5
52e5fdcb5e51164483d584c75bd3a478,5
e3db46616e0d26551a86377bab9b0308,5
c6ea63369936552872ae890c82175b4b,5
e2bb00220a167d9e60b6776ac33717bc,5
1b474c650cb9407d32a1e066937b68fd,5
46e5995ddd4728e50343ef6bdb45b75f,5
e1da6ab77f4859eb17950e5df1c0f815,5
7583d9a579408cb84bbc7b0e4548ec18,5
3cce0d166c3fb2507956c630c1d0f87c,5
c448475cc4766baebabe30ee6d5f3fb7,5
c43ab4269cbf91b373263db4c2973cad,5
c3f6113d5b61bc95468432072b27e23d,5
c3a52053718435a35e070b991ff546ec,5
6bbe55cf8f85c87b6eebb775a53402f4,5
2bd9b51a9ab079e095aca987845d3266,5
62d8daeee0db3a60c234c2d1bfd10651,5
c23381297fa734ea441a15d723199fb5,5
2c4930c4b284c7b99db2a4c52071a45e,5
5aad359a63cbb4fc35ead44346a3eeb4,5
c1a940820f1f674fe52265f700f72302,5
17d8b8e9c21ec0fc5b33724e32fe422e,5
dd72d83b749ec911396ef3337e00b633,5
1c9b5793de6c3d9117b6218552c87a8f,5
8c5876b1c7768217964f353bc7e64393,5
5101f008a270fb10336de6703f32221e,5
bdeac558883a62ab1a048c8f3a0cdf3c,5
bdcf6a834e8faa30dac3886c7a58e92e,5
dc404a1496a08f9f5540c8b5d4b92925,5
dc3ecc737589882b0318d38cf8b3efaf,5
81288df52439985f610be64465e53f57,5
776ef0ee36e20757c513e64903f1fa8a,5
bc74f63361c15c1a5baa5b97ac432e62,5
8c38d21062ec6ee492c3500d01150b7a,5
1d3ecbda18167c766a3381fd16108e4a,5
060f0122cdc8f25db4a0d7359fdae7b0,5
bb90206fa281c20f0b4c42a2393b54dd,5
8b52d90d2e8716dad633486c6cc94ecf,5
5b3b5f9ae84ca9ead3138b199420cc94,5
03aad9707028422f38b0563410912177,5
